20260202 005800;4539.415000;4565.138000;4538.585000;4563.598000;0
20260202 005900;4563.668000;4563.698000;4540.638000;4547.988000;0
20260202 010000;4547.265000;4572.658000;4545.535000;4568.418000;0
20260202 010100;4568.198000;4570.028000;4553.728000;4565.498000;0
20260202 010200;4565.498000;4566.098000;4540.708000;4552.445000;0
20260202 010300;4551.075000;4562.335000;4544.698000;4562.145000;0
20260202 010400;4562.265000;4562.265000;4553.355000;4556.745000;0
20260202 010500;4556.185000;4556.998000;4546.798000;4552.808000;0
20260202 010600;4552.145000;4556.895000;4529.088000;4533.748000;0
20260202 010700;4533.828000;4544.348000;4523.148000;4524.048000;0
20260202 010800;4524.048000;4537.648000;4519.328000;4533.848000;0
20260202 010900;4533.505000;4562.948000;4532.548000;4549.538000;0
20260202 011000;4549.548000;4561.838000;4548.468000;4550.958000;0
20260202 011100;4550.858000;4560.448000;4547.855000;4554.948000;0
20260202 011200;4555.088000;4557.008000;4535.185000;4537.698000;0
